run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
A_dice_s0,A_dice,15_g,bridge_only,1.0,4,0.78593,0.77558,41,46,-46
A_dice_s0,A_dice,15_g,bridge_only,1.5,6,0.78003,0.77205,32,39,-39
A_dice_s0,A_dice,15_g,bridge_only,2.0,8,0.76855,0.76567,30,36,-36
A_dice_s0,A_dice,15_h,closing,0.0,0,0.85567,0.9092,70,11,-11
A_dice_s0,A_dice,15_h,closing,0.25,1,0.85579,0.90922,61,13,-13
A_dice_s0,A_dice,15_h,closing,0.5,2,0.85626,0.90955,50,11,-11
A_dice_s0,A_dice,15_h,closing,0.75,3,0.85596,0.90911,43,7,-7
A_dice_s0,A_dice,15_h,closing,1.0,4,0.85467,0.90755,34,8,-8
A_dice_s0,A_dice,15_h,closing,1.5,6,0.84937,0.90149,26,6,-6
A_dice_s0,A_dice,15_h,closing,2.0,8,0.83337,0.88914,19,1,1
A_dice_s0,A_dice,15_h,bridge_only,0.0,0,0.85567,0.9092,70,11,-11
A_dice_s0,A_dice,15_h,bridge_only,0.25,1,0.85564,0.90915,65,10,-10
A_dice_s0,A_dice,15_h,bridge_only,0.5,2,0.85563,0.90893,61,9,-9
A_dice_s0,A_dice,15_h,bridge_only,0.75,3,0.8554,0.90846,58,8,-8
A_dice_s0,A_dice,15_h,bridge_only,1.0,4,0.85471,0.90776,51,8,-8
A_dice_s0,A_dice,15_h,bridge_only,1.5,6,0.85217,0.9049,46,6,-6
A_dice_s0,A_dice,15_h,bridge_only,2.0,8,0.84678,0.90028,44,5,-5
B_cldice_s0,B_cldice,11_dr,closing,0.0,0,0.81126,0.84749,64,39,-39
B_cldice_s0,B_cldice,11_dr,closing,0.25,1,0.81091,0.84687,55,45,-45
B_cldice_s0,B_cldice,11_dr,closing,0.5,2,0.80967,0.84481,36,55,-55
B_cldice_s0,B_cldice,11_dr,closing,0.75,3,0.8058,0.84029,19,57,-57
B_cldice_s0,B_cldice,11_dr,closing,1.0,4,0.80084,0.8363,13,58,-58
B_cldice_s0,B_cldice,11_dr,closing,1.5,6,0.78445,0.82516,6,55,-55
B_cldice_s0,B_cldice,11_dr,closing,2.0,8,0.76209,0.8084,2,50,-50
B_cldice_s0,B_cldice,11_dr,bridge_only,0.0,0,0.81126,0.84749,64,39,-39
B_cldice_s0,B_cldice,11_dr,bridge_only,0.25,1,0.81072,0.84714,57,38,-38
B_cldice_s0,B_cldice,11_dr,bridge_only,0.5,2,0.80979,0.84615,43,37,-37
B_cldice_s0,B_cldice,11_dr,bridge_only,0.75,3,0.80776,0.84418,31,35,-35
B_cldice_s0,B_cldice,11_dr,bridge_only,1.0,4,0.80488,0.84202,29,35,-35
B_cldice_s0,B_cldice,11_dr,bridge_only,1.5,6,0.79484,0.83575,25,32,-32
B_cldice_s0,B_cldice,11_dr,bridge_only,2.0,8,0.78142,0.82649,17,28,-28
B_cldice_s0,B_cldice,11_g,closing,0.0,0,0.81021,0.83966,40,47,-47
B_cldice_s0,B_cldice,11_g,closing,0.25,1,0.80944,0.83929,27,51,-51
B_cldice_s0,B_cldice,11_g,closing,0.5,2,0.80817,0.83785,4,51,-51
B_cldice_s0,B_cldice,11_g,closing,0.75,3,0.80438,0.83509,9,47,-47
B_cldice_s0,B_cldice,11_g,closing,1.0,4,0.80031,0.831,16,52,-52
B_cldice_s0,B_cldice,11_g,closing,1.5,6,0.78686,0.82036,22,57,-57
B_cldice_s0,B_cldice,11_g,closing,2.0,8,0.76669,0.80733,18,55,-55
B_cldice_s0,B_cldice,11_g,bridge_only,0.0,0,0.81021,0.83966,40,47,-47
B_cldice_s0,B_cldice,11_g,bridge_only,0.25,1,0.80946,0.83944,30,45,-45
B_cldice_s0,B_cldice,11_g,bridge_only,0.5,2,0.80818,0.83827,20,44,-44
B_cldice_s0,B_cldice,11_g,bridge_only,0.75,3,0.80613,0.83722,13,42,-42
B_cldice_s0,B_cldice,11_g,bridge_only,1.0,4,0.80364,0.83578,7,39,-39
B_cldice_s0,B_cldice,11_g,bridge_only,1.5,6,0.79492,0.82988,3,40,-40
B_cldice_s0,B_cldice,11_g,bridge_only,2.0,8,0.78299,0.82219,9,37,-37
B_cldice_s0,B_cldice,11_h,closing,0.0,0,0.86322,0.91391,82,1,-1
B_cldice_s0,B_cldice,11_h,closing,0.25,1,0.86323,0.91403,76,2,-2
B_cldice_s0,B_cldice,11_h,closing,0.5,2,0.86281,0.91377,65,3,-3
B_cldice_s0,B_cldice,11_h,closing,0.75,3,0.86122,0.91097,56,2,-2
B_cldice_s0,B_cldice,11_h,closing,1.0,4,0.85861,0.90806,46,1,-1
B_cldice_s0,B_cldice,11_h,closing,1.5,6,0.84605,0.89692,34,0,0
B_cldice_s0,B_cldice,11_h,closing,2.0,8,0.82978,0.88394,25,2,-2
B_cldice_s0,B_cldice,11_h,bridge_only,0.0,0,0.86322,0.91391,82,1,-1
B_cldice_s0,B_cldice,11_h,bridge_only,0.25,1,0.86305,0.91394,77,0,0
B_cldice_s0,B_cldice,11_h,bridge_only,0.5,2,0.86254,0.91361,68,2,2
B_cldice_s0,B_cldice,11_h,bridge_only,0.75,3,0.86149,0.91174,60,4,4
B_cldice_s0,B_cldice,11_h,bridge_only,1.0,4,0.85985,0.90986,53,4,4
B_cldice_s0,B_cldice,11_h,bridge_only,1.5,6,0.85104,0.90115,44,5,5
B_cldice_s0,B_cldice,11_h,bridge_only,2.0,8,0.84032,0.89202,37,6,6
B_cldice_s0,B_cldice,12_dr,closing,0.0,0,0.75743,0.76471,34,118,-118
B_cldice_s0,B_cldice,12_dr,closing,0.25,1,0.7573,0.7646,24,118,-118
B_cldice_s0,B_cldice,12_dr,closing,0.5,2,0.75659,0.76473,6,111,-111
B_cldice_s0,B_cldice,12_dr,closing,0.75,3,0.75453,0.76299,10,113,-113
B_cldice_s0,B_cldice,12_dr,closing,1.0,4,0.75132,0.76073,16,108,-108
B_cldice_s0,B_cldice,12_dr,closing,1.5,6,0.73638,0.74888,36,102,-102
B_cldice_s0,B_cldice,12_dr,closing,2.0,8,0.71906,0.73609,41,94,-94
B_cldice_s0,B_cldice,12_dr,bridge_only,0.0,0,0.75743,0.76471,34,118,-118
