run,config,seed,epoch,threshold,dice,traced
A_dice_clw1_s5,A_dice_clw1,5,10,0.85,0.7833592015560227,0.11227995097806429
A_dice_clw1_s5,A_dice_clw1,5,10,0.875,0.7720909811720577,0.09419799917215109
A_dice_clw1_s5,A_dice_clw1,5,10,0.9,0.7565658609120886,0.08331954223405687
A_dice_clw1_s6,A_dice_clw1,6,10,0.1,0.7760261528610376,0.6068992286645483
A_dice_clw1_s6,A_dice_clw1,6,10,0.125,0.7849780233768373,0.5624084615385511
A_dice_clw1_s6,A_dice_clw1,6,10,0.15,0.7914944012470089,0.5457633739562839
A_dice_clw1_s6,A_dice_clw1,6,10,0.175,0.7963800695463743,0.5202186230081044
A_dice_clw1_s6,A_dice_clw1,6,10,0.2,0.8004411969184957,0.48256356235462705
A_dice_clw1_s6,A_dice_clw1,6,10,0.225,0.8036726219141529,0.471341368022774
A_dice_clw1_s6,A_dice_clw1,6,10,0.25,0.8063413930437874,0.4384140511003357
A_dice_clw1_s6,A_dice_clw1,6,10,0.275,0.808370543430897,0.4267629986777337
A_dice_clw1_s6,A_dice_clw1,6,10,0.3,0.8101552734105836,0.4112830364381164
A_dice_clw1_s6,A_dice_clw1,6,10,0.325,0.8118313877720102,0.4019490725158541
A_dice_clw1_s6,A_dice_clw1,6,10,0.35,0.8132278486223049,0.38188248473564773
A_dice_clw1_s6,A_dice_clw1,6,10,0.375,0.8143778220974637,0.3758403117169524
A_dice_clw1_s6,A_dice_clw1,6,10,0.4,0.8153603313929696,0.36361108200376635
A_dice_clw1_s6,A_dice_clw1,6,10,0.425,0.8161470204802557,0.3500279589505047
A_dice_clw1_s6,A_dice_clw1,6,10,0.45,0.8165653509600358,0.3303731330962074
A_dice_clw1_s6,A_dice_clw1,6,10,0.475,0.8168825322775356,0.32215239819744035
A_dice_clw1_s6,A_dice_clw1,6,10,0.5,0.8170431830100308,0.31377399582669147
A_dice_clw1_s6,A_dice_clw1,6,10,0.525,0.8170351119941853,0.3057543111198424
A_dice_clw1_s6,A_dice_clw1,6,10,0.55,0.8169555666187391,0.29142931208171813
A_dice_clw1_s6,A_dice_clw1,6,10,0.575,0.8167058652334864,0.2843317943736121
A_dice_clw1_s6,A_dice_clw1,6,10,0.6,0.8160498852557883,0.2760708796900879
A_dice_clw1_s6,A_dice_clw1,6,10,0.625,0.8151826428155154,0.261858787261592
A_dice_clw1_s6,A_dice_clw1,6,10,0.65,0.8141183942246195,0.2455167379873351
A_dice_clw1_s6,A_dice_clw1,6,10,0.675,0.8127963864938693,0.23659318488189843
A_dice_clw1_s6,A_dice_clw1,6,10,0.7,0.8110536572453483,0.22395197199994013
A_dice_clw1_s6,A_dice_clw1,6,10,0.725,0.808738586978558,0.2109989472254754
A_dice_clw1_s6,A_dice_clw1,6,10,0.75,0.8058268162460832,0.19120790274213342
A_dice_clw1_s6,A_dice_clw1,6,10,0.775,0.8019910285001993,0.1752554096218763
A_dice_clw1_s6,A_dice_clw1,6,10,0.8,0.7973264589133466,0.1646096260082568
A_dice_clw1_s6,A_dice_clw1,6,10,0.825,0.7907903874596467,0.15128534030843818
A_dice_clw1_s6,A_dice_clw1,6,10,0.85,0.7823470688001923,0.13370362784007328
