run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,10,0.80281,0.78526,77.0,2625.877,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,11,0.80433,0.78456,80.0,3267.671,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,12,0.81939,0.83308,65.0,1404.779,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,13,0.81212,0.79208,80.0,1840.04,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,14,0.81191,0.82299,82.0,3696.391,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,15,0.79228,0.82371,87.0,2842.911,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,16,0.83284,0.86827,72.0,4481.336,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,17,0.81487,0.83902,77.0,1466.074,7984
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,18,0.81484,0.86951,73.0,3977.035,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,19,0.84224,0.87204,68.0,5207.469,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,20,0.79764,0.83485,98.0,1175.219,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,01,0.82317,0.85881,63.0,4160.198,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,02,0.84833,0.85599,77.0,2915.562,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,03,0.79134,0.77255,96.0,817.73,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,04,0.82106,0.78687,67.0,2552.129,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,05,0.80784,0.7881,78.0,2440.648,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,06,0.79664,0.77275,110.0,2818.707,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,07,0.80396,0.78885,82.0,2745.942,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,08,0.78844,0.78135,87.0,740.387,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,09,0.78652,0.79017,74.0,904.17,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,10,0.80321,0.7815,81.0,2157.71,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,11,0.80625,0.78207,80.0,2934.116,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,12,0.81636,0.83504,55.0,1342.339,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,13,0.81161,0.79353,102.0,1701.085,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,14,0.81548,0.82622,74.0,3599.032,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,15,0.79413,0.82372,77.0,3164.868,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,16,0.83272,0.86952,83.0,3960.996,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,17,0.81147,0.83284,81.0,1341.521,7984
