run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw_s1,A_dice_clw,1,30,12,0.82182,0.8422,68.0,1449.524,8712
A_dice_clw_s1,A_dice_clw,1,30,13,0.81335,0.79324,111.0,1934.859,10186
A_dice_clw_s1,A_dice_clw,1,30,14,0.81451,0.826,89.0,3947.5,8358
A_dice_clw_s1,A_dice_clw,1,30,15,0.78115,0.81262,113.0,3323.561,7651
A_dice_clw_s1,A_dice_clw,1,30,16,0.83891,0.87372,96.0,4771.427,8812
A_dice_clw_s1,A_dice_clw,1,30,17,0.81594,0.83633,92.0,2025.699,7984
A_dice_clw_s1,A_dice_clw,1,30,18,0.81895,0.87294,72.0,3648.978,7659
A_dice_clw_s1,A_dice_clw,1,30,19,0.84979,0.87649,73.0,4937.496,8476
A_dice_clw_s1,A_dice_clw,1,30,20,0.80259,0.83903,124.0,770.731,7373
A_dice_clw_s1,A_dice_clw,1,40,01,0.82551,0.8614,77.0,4755.611,9312
A_dice_clw_s1,A_dice_clw,1,40,02,0.84616,0.85155,114.0,2104.684,9289
A_dice_clw_s1,A_dice_clw,1,40,03,0.79064,0.77894,117.0,1113.546,9221
A_dice_clw_s1,A_dice_clw,1,40,04,0.82479,0.80004,75.0,2582.275,8926
A_dice_clw_s1,A_dice_clw,1,40,05,0.80389,0.78199,93.0,1395.926,9586
A_dice_clw_s1,A_dice_clw,1,40,06,0.79635,0.77814,92.0,1883.509,9989
A_dice_clw_s1,A_dice_clw,1,40,07,0.80685,0.80313,97.0,2600.152,8968
A_dice_clw_s1,A_dice_clw,1,40,08,0.78772,0.77898,119.0,627.139,8585
A_dice_clw_s1,A_dice_clw,1,40,09,0.79469,0.79971,90.0,1116.413,8726
A_dice_clw_s1,A_dice_clw,1,40,10,0.8043,0.7882,88.0,2828.563,9137
A_dice_clw_s1,A_dice_clw,1,40,11,0.80698,0.78399,99.0,3321.988,10456
A_dice_clw_s1,A_dice_clw,1,40,12,0.82351,0.84536,67.0,1363.577,8712
A_dice_clw_s1,A_dice_clw,1,40,13,0.80925,0.7954,115.0,1575.382,10186
A_dice_clw_s1,A_dice_clw,1,40,14,0.81318,0.82429,85.0,3828.977,8358
A_dice_clw_s1,A_dice_clw,1,40,15,0.7861,0.81232,120.0,3224.67,7651
A_dice_clw_s1,A_dice_clw,1,40,16,0.84021,0.87359,103.0,4696.646,8812
A_dice_clw_s1,A_dice_clw,1,40,17,0.81297,0.82904,106.0,979.316,7984
A_dice_clw_s1,A_dice_clw,1,40,18,0.82442,0.87493,88.0,3944.549,7659
A_dice_clw_s1,A_dice_clw,1,40,19,0.8495,0.8718,95.0,4981.616,8476
A_dice_clw_s1,A_dice_clw,1,40,20,0.80764,0.83931,125.0,1479.698,7373
A_dice_clw_s1,A_dice_clw,1,50,01,0.81999,0.86122,83.0,4420.778,9312
A_dice_clw_s1,A_dice_clw,1,50,02,0.8491,0.85269,94.0,3024.465,9289
A_dice_clw_s1,A_dice_clw,1,50,03,0.793,0.77554,114.0,1054.831,9221
A_dice_clw_s1,A_dice_clw,1,50,04,0.82777,0.79967,70.0,2732.794,8926
A_dice_clw_s1,A_dice_clw,1,50,05,0.80567,0.7775,85.0,2733.518,9586
A_dice_clw_s1,A_dice_clw,1,50,06,0.79911,0.77632,99.0,2799.356,9989
A_dice_clw_s1,A_dice_clw,1,50,07,0.80832,0.797,87.0,2783.215,8968
A_dice_clw_s1,A_dice_clw,1,50,08,0.79317,0.778,110.0,951.117,8585
A_dice_clw_s1,A_dice_clw,1,50,09,0.7941,0.79252,103.0,1169.708,8726
A_dice_clw_s1,A_dice_clw,1,50,10,0.80245,0.77999,96.0,2829.343,9137
A_dice_clw_s1,A_dice_clw,1,50,11,0.80758,0.7823,118.0,3465.278,10456
A_dice_clw_s1,A_dice_clw,1,50,12,0.81967,0.83867,74.0,1345.446,8712
A_dice_clw_s1,A_dice_clw,1,50,13,0.81396,0.79336,108.0,1782.379,10186
A_dice_clw_s1,A_dice_clw,1,50,14,0.81553,0.8245,88.0,3765.84,8358
