run,config,image,component_multiple,hole_multiple,hole_area,dice,cldice,betti0_err,betti1_err
A_dice_s0,A_dice,test_080.png,0.0,0.0,0,0.84224,0.98228,20,1
A_dice_s0,A_dice,test_080.png,0.0,0.21,8,0.84221,0.98314,20,2
A_dice_s0,A_dice,test_080.png,0.0,0.52,19,0.84213,0.98314,20,2
A_dice_s0,A_dice,test_080.png,0.0,1.04,37,0.84213,0.98314,20,2
A_dice_s0,A_dice,test_080.png,0.0,2.08,75,0.84213,0.98314,20,2
A_dice_s0,A_dice,test_080.png,0.0,5.21,188,0.84213,0.98314,20,2
A_dice_s0,A_dice,test_080.png,0.0,10.42,375,0.84087,0.98274,20,2
A_dice_s0,A_dice,test_080.png,2.08,0.0,0,0.84327,0.98497,2,1
A_dice_s0,A_dice,test_080.png,2.08,0.21,8,0.84324,0.98583,2,2
A_dice_s0,A_dice,test_080.png,2.08,0.52,19,0.84316,0.98583,2,2
A_dice_s0,A_dice,test_080.png,2.08,1.04,37,0.84316,0.98583,2,2
A_dice_s0,A_dice,test_080.png,2.08,2.08,75,0.84316,0.98583,2,2
A_dice_s0,A_dice,test_080.png,2.08,5.21,188,0.84316,0.98583,2,2
A_dice_s0,A_dice,test_080.png,2.08,10.42,375,0.84189,0.98543,2,2
A_dice_s0,A_dice,test_081.png,0.0,0.0,0,0.79523,0.94218,23,9
A_dice_s0,A_dice,test_081.png,0.0,0.21,8,0.795,0.94703,23,3
A_dice_s0,A_dice,test_081.png,0.0,0.52,19,0.79489,0.94703,23,3
A_dice_s0,A_dice,test_081.png,0.0,1.04,37,0.79473,0.94714,23,3
A_dice_s0,A_dice,test_081.png,0.0,2.08,75,0.79511,0.94897,23,4
A_dice_s0,A_dice,test_081.png,0.0,5.21,188,0.79278,0.94875,22,5
A_dice_s0,A_dice,test_081.png,0.0,10.42,375,0.78992,0.94646,22,6
A_dice_s0,A_dice,test_081.png,2.08,0.0,0,0.79563,0.94439,1,9
A_dice_s0,A_dice,test_081.png,2.08,0.21,8,0.7954,0.94929,1,3
A_dice_s0,A_dice,test_081.png,2.08,0.52,19,0.79529,0.94929,1,3
A_dice_s0,A_dice,test_081.png,2.08,1.04,37,0.79513,0.94939,1,3
A_dice_s0,A_dice,test_081.png,2.08,2.08,75,0.79551,0.95123,1,4
A_dice_s0,A_dice,test_081.png,2.08,5.21,188,0.79317,0.95099,1,5
A_dice_s0,A_dice,test_081.png,2.08,10.42,375,0.79031,0.94871,1,6
A_dice_s0,A_dice,test_082.png,0.0,0.0,0,0.78939,0.94811,30,26
A_dice_s0,A_dice,test_082.png,0.0,0.21,8,0.78948,0.9487,30,40
A_dice_s0,A_dice,test_082.png,0.0,0.52,19,0.78936,0.94863,30,41
A_dice_s0,A_dice,test_082.png,0.0,1.04,37,0.78892,0.94899,30,44
