method,image,dice,cldice,betti0_err,betti1_err,b0_pred,b0_gt,hd95
frangi_s1-5_f0.08,38,0.5242209453508367,0.5813352499415166,762,20,765,3,16.278820596099706
frangi_s1-5_f0.1,38,0.5738835543362293,0.6164091702546943,1116,14,1119,3,15.297058540778355
frangi_s1-5_f0.12,38,0.5900855297608658,0.6083531029964772,1670,18,1673,3,16.0
frangi_s1-5_f0.14,38,0.5876441409521356,0.579739991214134,2275,20,2278,3,16.492422502470642
frangi_s1-7_f0.08,38,0.5314348026674496,0.5806717959370544,820,18,823,3,15.811388300841896
frangi_s1-7_f0.1,38,0.5778082609358329,0.6099341906182416,1228,58,1231,3,15.132745950421556
frangi_s1-7_f0.12,38,0.5913422935939955,0.6013650914303668,1841,88,1844,3,16.0
frangi_s1-7_f0.14,38,0.5855182632223153,0.5710871455939692,2462,77,2465,3,16.492422502470642
sato_s1-3_f0.08,38,0.43727718827328776,0.46395628986643167,104,43,107,3,32.984845004941285
sato_s1-3_f0.1,38,0.5333790580704161,0.5567086647978192,138,40,141,3,26.40075756488817
sato_s1-3_f0.12,38,0.5986734159539187,0.6284514983640492,205,34,208,3,22.47220505424423
sato_s1-3_f0.14,38,0.6373767957224763,0.6769421264036799,275,23,278,3,18.973665961010276
sato_s1-5_f0.08,38,0.33057920563687454,0.35322005154314806,85,40,88,3,52.483328741503186
sato_s1-5_f0.1,38,0.42550678250266727,0.4545051911412722,93,36,96,3,37.57658845611187
sato_s1-5_f0.12,38,0.4990399720719148,0.532140645856051,129,30,132,3,28.30194339616981
sato_s1-5_f0.14,38,0.5510532757843201,0.5978406409304966,182,23,185,3,25.509789345563263
sato_s1-7_f0.08,38,0.26343161514910035,0.279537063760498,90,31,93,3,61.335551387050224
sato_s1-7_f0.1,38,0.36248285322359397,0.3881211378465719,109,32,112,3,45.685876472061466
sato_s1-7_f0.12,38,0.4425205096875545,0.47143806911052877,142,30,145,3,31.622776601683793
sato_s1-7_f0.14,38,0.4995168459704954,0.539086487687274,181,28,184,3,28.041920261590313
meijering_s1-3_f0.08,38,0.43803212682967746,0.4778380252597119,228,41,231,3,28.0178514522438
meijering_s1-3_f0.1,38,0.5315119646395366,0.5680611087730274,318,41,321,3,23.706539182259394
meijering_s1-3_f0.12,38,0.5962646186070868,0.6353216293701774,483,35,486,3,18.601075237738275
meijering_s1-3_f0.14,38,0.6331894608001031,0.6696483745725421,713,24,716,3,17.0
meijering_s1-5_f0.08,38,0.3145996728599589,0.3403455445516622,146,38,149,3,40.04622229950815
meijering_s1-5_f0.1,38,0.4140374942844079,0.44826373551466897,208,35,211,3,30.083217912982647
meijering_s1-5_f0.12,38,0.48992843428172456,0.5304716352368419,269,31,272,3,26.419689627245813
meijering_s1-5_f0.14,38,0.541293564388327,0.5902750430049223,365,27,368,3,23.40939982143925
meijering_s1-7_f0.08,38,0.24824896195948495,0.2631723501682213,138,16,141,3,52.61558649504352
meijering_s1-7_f0.1,38,0.3488035360463344,0.3786225069511697,189,29,192,3,33.06055050963308
meijering_s1-7_f0.12,38,0.43065107348577414,0.47490695909853425,248,33,251,3,29.154759474226502
meijering_s1-7_f0.14,38,0.4896927140372351,0.5432561764204547,332,26,335,3,26.40075756488817
otsu,38,0.08695100815826183,0.10366142594350516,255,12,258,3,62.42595614005443
frangi_s1-3_f0.08,39,0.49796954314720815,0.5388154666402999,779,1,786,7,15.524174696260024
frangi_s1-3_f0.1,39,0.5467199876951473,0.5829255817595452,1169,39,1176,7,14.142135623730951
frangi_s1-3_f0.12,39,0.5667459688078245,0.5844217039813995,1670,39,1677,7,14.560219778561036
frangi_s1-3_f0.14,39,0.568008067926738,0.5642847375896817,2307,58,2314,7,15.132745950421556
frangi_s1-5_f0.08,39,0.49796954314720815,0.5388154666402999,779,1,786,7,15.524174696260024
frangi_s1-5_f0.1,39,0.5467199876951473,0.5829255817595452,1169,39,1176,7,14.142135623730951
frangi_s1-5_f0.12,39,0.5667459688078245,0.5844217039813995,1670,39,1677,7,14.560219778561036
frangi_s1-5_f0.14,39,0.568008067926738,0.5642847375896817,2307,58,2314,7,15.132745950421556
frangi_s1-7_f0.08,39,0.510575296108291,0.5451346515509436,830,9,837,7,15.132745950421556
frangi_s1-7_f0.1,39,0.5551026686149351,0.5798545210294649,1291,19,1298,7,14.0
frangi_s1-7_f0.12,39,0.5682615208388404,0.5756861520258836,1858,72,1865,7,14.560219778561036
frangi_s1-7_f0.14,39,0.5662188099808061,0.5557415912902619,2501,108,2508,7,15.162386028813003
sato_s1-3_f0.08,39,0.4098984771573604,0.43777631913074827,115,39,122,7,38.897300677553446
sato_s1-3_f0.1,39,0.5084595862493271,0.5387916048618941,148,38,155,7,26.453718604746715
sato_s1-3_f0.12,39,0.576050753370341,0.6146823070825486,164,31,171,7,22.0
sato_s1-3_f0.14,39,0.6181398223754839,0.6720203250760116,226,24,233,7,18.681541692269406
sato_s1-5_f0.08,39,0.32119289340101526,0.34385311328839535,86,37,93,7,45.0
sato_s1-5_f0.1,39,0.42709374759670843,0.4510522518201937,123,36,130,7,38.309915433579434
sato_s1-5_f0.12,39,0.5039650371832376,0.5327477912318894,138,33,145,7,27.073972741361768
sato_s1-5_f0.14,39,0.554442239500309,0.5948988134653659,161,25,168,7,23.345235059857504
sato_s1-7_f0.08,39,0.28582910321489,0.29386997212149774,76,34,83,7,53.0
sato_s1-7_f0.1,39,0.38794893486118587,0.40020692020933796,116,36,123,7,41.008535316173834
sato_s1-7_f0.12,39,0.46446382941228304,0.4816780125585137,150,31,157,7,29.41683079950205
sato_s1-7_f0.14,39,0.5164774390839,0.5457834870088998,181,28,188,7,26.0
meijering_s1-3_f0.08,39,0.4098984771573604,0.4496585326802803,225,39,232,7,29.068883707497267
meijering_s1-3_f0.1,39,0.5097285241867261,0.5528983421233206,301,36,308,7,22.825424421026653
meijering_s1-3_f0.12,39,0.5772490968367257,0.6234976094652378,416,36,423,7,19.0
meijering_s1-3_f0.14,39,0.6131949640521812,0.655826663932036,682,29,689,7,16.64331697709324
meijering_s1-5_f0.08,39,0.31632825719120133,0.3409436293832393,163,34,170,7,40.23928014470035
meijering_s1-5_f0.1,39,0.4269783896023994,0.4577917106896249,218,35,225,7,29.068883707497267
meijering_s1-5_f0.12,39,0.5051370164772226,0.541599930480991,278,34,285,7,24.020824298928627
meijering_s1-5_f0.14,39,0.5568496047366538,0.6008941795322505,377,28,384,7,21.0
meijering_s1-7_f0.08,39,0.2748730964467005,0.2882324331777294,113,37,120,7,47.21439774633625
meijering_s1-7_f0.1,39,0.3827578251172806,0.4011375320699822,193,34,200,7,31.953090617340916
meijering_s1-7_f0.12,39,0.4618556701030928,0.4875835685281915,265,34,272,7,28.284271247461902
meijering_s1-7_f0.14,39,0.5130290510426494,0.551668463560417,362,33,369,7,23.194827009486403
otsu,39,0.42384758953410573,0.46303558476877565,761,75,768,7,24.0
frangi_s1-3_f0.08,40,0.5714285714285714,0.5986218623945735,793,45,796,3,16.278820596099706
frangi_s1-3_f0.1,40,0.598412173337744,0.6021643545821651,1454,68,1457,3,16.97056274847714
frangi_s1-3_f0.12,40,0.5956147131464339,0.5718274289042599,2224,79,2227,3,17.69180601295413
frangi_s1-3_f0.14,40,0.5817999099005441,0.5324603600796941,2921,71,2924,3,18.165777202122964
frangi_s1-5_f0.08,40,0.5714285714285714,0.5986218623945735,793,45,796,3,16.278820596099706
frangi_s1-5_f0.1,40,0.598412173337744,0.6021643545821651,1454,68,1457,3,16.97056274847714
frangi_s1-5_f0.12,40,0.5956147131464339,0.5718274289042599,2224,79,2227,3,17.69180601295413
frangi_s1-5_f0.14,40,0.5817999099005441,0.5324603600796941,2921,71,2924,3,18.165777202122964
frangi_s1-7_f0.08,40,0.5673547855540807,0.5918136042514045,820,40,823,3,16.15549442140351
frangi_s1-7_f0.1,40,0.5907624875951042,0.5938613473860958,1530,71,1533,3,16.97056274847714
frangi_s1-7_f0.12,40,0.5818140683622104,0.5613045969989291,2339,93,2342,3,17.69180601295413
frangi_s1-7_f0.14,40,0.5647156669092421,0.5252070541910845,3090,99,3093,3,18.027756377319946
sato_s1-3_f0.08,40,0.5421797043072275,0.5496471988272252,143,26,146,3,32.202484376209235
sato_s1-3_f0.1,40,0.6142904399603043,0.6245863465316545,135,21,138,3,22.59422267166324
sato_s1-3_f0.12,40,0.6579061480741313,0.6802655522558199,190,16,193,3,19.209372712298546
sato_s1-3_f0.14,40,0.6712062931004609,0.7013912476060304,376,7,379,3,17.46424919657298
sato_s1-5_f0.08,40,0.49022749118872155,0.4892392348790376,132,25,135,3,38.12607082395893
sato_s1-5_f0.1,40,0.5591713529606351,0.5628673391301778,134,24,137,3,30.002499305941054
sato_s1-5_f0.12,40,0.6016477819045644,0.62127887766931,140,19,143,3,23.259406699226016
sato_s1-5_f0.14,40,0.6256021069411235,0.668277875750502,170,13,173,3,20.396078054371138
sato_s1-7_f0.08,40,0.45360919119329884,0.4387075098910109,153,21,156,3,39.0
sato_s1-7_f0.1,40,0.5188140919616275,0.5145851399919664,169,23,172,3,31.38470965295043
sato_s1-7_f0.12,40,0.5625836616956694,0.5809010952578009,169,20,172,3,24.73863375370596
sato_s1-7_f0.14,40,0.5889385591017777,0.6324235407619783,189,15,192,3,22.561028345356956
meijering_s1-3_f0.08,40,0.538472101432691,0.5465314689484241,222,27,225,3,25.45584412271571
meijering_s1-3_f0.1,40,0.610941118094608,0.623687977294765,252,23,255,3,21.052286868868624
meijering_s1-3_f0.12,40,0.6504025188062065,0.6679631690414264,440,22,443,3,18.027756377319946
meijering_s1-3_f0.14,40,0.6566171119659008,0.6669424478148709,922,16,925,3,17.26267650163207
meijering_s1-5_f0.08,40,0.459880075067515,0.430927608730658,171,19,174,3,37.013511046643494
meijering_s1-5_f0.1,40,0.5265051273569302,0.5178739533676109,193,23,196,3,29.0
meijering_s1-5_f0.12,40,0.5731415320223978,0.5848662365370673,221,18,224,3,23.430749027719962
meijering_s1-5_f0.14,40,0.597809890147971,0.6346831890973939,278,15,281,3,20.248456731316587
meijering_s1-7_f0.08,40,0.423216002197098,0.3835350359405067,156,7,159,3,49.026522754694305
meijering_s1-7_f0.1,40,0.48064836255375454,0.46997131922848756,197,19,200,3,33.52610922848042
meijering_s1-7_f0.12,40,0.5230670613299145,0.5350475929369711,218,16,221,3,25.96150997149434
meijering_s1-7_f0.14,40,0.5522057039886336,0.5937165994741147,235,17,238,3,23.021728866442675
otsu,40,0.45320983711274354,0.4161510780364473,1870,821,1873,3,23.323807579381203
