run,trained_on,scored_against,image,band,breaks,gt_px,dice,cldice,tprec,tsens
vk_f1_s1,vk,vk,im0004,Q3,0,3547,0.92454,0.95708,0.9177,1.0
vk_f1_s1,vk,vk,im0004,Q4_clearest,0,186,0.89976,0.97253,0.96809,0.97701
vk_f1_s1,vk,ah,im0005,Q1_dimmest,22,4443,0.35695,0.18911,0.10605,0.8724
vk_f1_s1,vk,ah,im0005,Q2,7,7694,0.6649,0.63944,0.47485,0.97865
vk_f1_s1,vk,ah,im0005,Q3,3,10314,0.77495,0.8362,0.71987,0.99737
vk_f1_s1,vk,ah,im0005,Q4_clearest,0,15806,0.89931,0.94235,0.89099,1.0
vk_f1_s1,vk,vk,im0005,Q1_dimmest,268,8337,0.42937,0.35894,0.33877,0.38166
vk_f1_s1,vk,vk,im0005,Q2,72,9096,0.68838,0.7184,0.65557,0.79454
vk_f1_s1,vk,vk,im0005,Q3,7,10963,0.78956,0.85139,0.77803,0.94001
vk_f1_s1,vk,vk,im0005,Q4_clearest,1,16089,0.90574,0.94889,0.90483,0.99745
vk_f1_s1,vk,ah,im0044,Q1_dimmest,27,1738,0.38008,0.3214,0.20772,0.70994
vk_f1_s1,vk,ah,im0044,Q2,22,4708,0.57419,0.63293,0.47824,0.93554
vk_f1_s1,vk,ah,im0044,Q3,7,10299,0.77673,0.88941,0.80754,0.98977
vk_f1_s1,vk,ah,im0044,Q4_clearest,1,12751,0.90768,0.95546,0.91597,0.9985
vk_f1_s1,vk,vk,im0044,Q1_dimmest,212,10158,0.41651,0.27859,0.55391,0.18609
vk_f1_s1,vk,vk,im0044,Q2,61,10907,0.72289,0.66994,0.82155,0.56557
vk_f1_s1,vk,vk,im0044,Q3,17,13631,0.86781,0.93403,0.94433,0.92396
vk_f1_s1,vk,vk,im0044,Q4_clearest,3,13685,0.93698,0.97399,0.95899,0.98948
vk_f1_s1,vk,ah,im0077,Q1_dimmest,17,1085,0.32113,0.28383,0.17454,0.75918
vk_f1_s1,vk,ah,im0077,Q2,8,2705,0.38789,0.40359,0.25492,0.96833
vk_f1_s1,vk,ah,im0077,Q3,2,8493,0.67183,0.79902,0.66572,0.99905
vk_f1_s1,vk,ah,im0077,Q4_clearest,0,21658,0.91353,0.97225,0.94599,1.0
vk_f1_s1,vk,vk,im0077,Q1_dimmest,174,6851,0.52887,0.38924,0.65617,0.27668
vk_f1_s1,vk,vk,im0077,Q2,107,10394,0.75503,0.70374,0.77574,0.64397
vk_f1_s1,vk,vk,im0077,Q3,7,14028,0.87731,0.91802,0.91138,0.92476
vk_f1_s1,vk,vk,im0077,Q4_clearest,0,23739,0.95824,0.992,0.98482,0.99929
vk_f1_s1,vk,ah,im0081,Q1_dimmest,15,866,0.3219,0.27202,0.16196,0.84884
vk_f1_s1,vk,ah,im0081,Q2,19,3366,0.43225,0.5004,0.34031,0.94495
vk_f1_s1,vk,ah,im0081,Q3,3,11072,0.72893,0.84582,0.73833,0.98994
vk_f1_s1,vk,ah,im0081,Q4_clearest,0,16311,0.93865,0.98562,0.97187,0.99976
vk_f1_s1,vk,vk,im0081,Q1_dimmest,242,10060,0.41442,0.27003,0.76374,0.16401
vk_f1_s1,vk,vk,im0081,Q2,146,13481,0.74242,0.64883,0.82938,0.53284
vk_f1_s1,vk,vk,im0081,Q3,14,17220,0.89982,0.93364,0.95444,0.91372
vk_f1_s1,vk,vk,im0081,Q4_clearest,0,17429,0.97101,0.99752,0.99693,0.99811
vk_f1_s1,vk,ah,im0082,Q1_dimmest,45,1423,0.4433,0.40607,0.28348,0.71548
vk_f1_s1,vk,ah,im0082,Q2,31,3429,0.50181,0.55521,0.39759,0.91986
vk_f1_s1,vk,ah,im0082,Q3,6,9083,0.72564,0.84197,0.73112,0.99245
vk_f1_s1,vk,ah,im0082,Q4_clearest,1,19375,0.92904,0.98482,0.97029,0.99979
vk_f1_s1,vk,vk,im0082,Q1_dimmest,273,8525,0.41801,0.29987,0.68862,0.19167
vk_f1_s1,vk,vk,im0082,Q2,140,9731,0.72723,0.67334,0.80675,0.5778
vk_f1_s1,vk,vk,im0082,Q3,15,13110,0.87177,0.9232,0.91762,0.92885
vk_f1_s1,vk,vk,im0082,Q4_clearest,0,20528,0.95729,0.99598,0.99277,0.99921
vk_f1_s1,vk,ah,im0139,Q1_dimmest,42,2659,0.31962,0.43207,0.29708,0.79188
vk_f1_s1,vk,ah,im0139,Q2,14,6553,0.50744,0.65474,0.49603,0.96277
vk_f1_s1,vk,ah,im0139,Q3,6,12760,0.8169,0.90816,0.84001,0.98835
vk_f1_s1,vk,ah,im0139,Q4_clearest,0,12085,0.96387,0.97818,0.9573,1.0
vk_f1_s1,vk,vk,im0139,Q1_dimmest,254,17052,0.52366,0.41194,0.60306,0.31281
vk_f1_s1,vk,vk,im0139,Q2,70,17658,0.79251,0.76928,0.81824,0.72584
vk_f1_s1,vk,vk,im0139,Q3,12,17385,0.92168,0.92181,0.94257,0.90195
vk_f1_s1,vk,vk,im0139,Q4_clearest,0,12620,0.98333,0.98653,0.97718,0.99606
soft_f1_s1,soft,ah,im0001,Q1_dimmest,58,6093,0.5692,0.49902,0.38358,0.71388
soft_f1_s1,soft,ah,im0001,Q2,30,10500,0.72756,0.7776,0.66646,0.93322
soft_f1_s1,soft,ah,im0001,Q3,2,11550,0.83513,0.91279,0.84488,0.99258
soft_f1_s1,soft,ah,im0001,Q4_clearest,0,5656,0.85225,0.89781,0.81551,0.99859
soft_f1_s1,soft,vk,im0001,Q1_dimmest,179,9234,0.53146,0.46758,0.48798,0.44883
soft_f1_s1,soft,vk,im0001,Q2,79,12108,0.73063,0.72752,0.64752,0.83008
soft_f1_s1,soft,vk,im0001,Q3,8,12167,0.84958,0.88304,0.80758,0.97405
soft_f1_s1,soft,vk,im0001,Q4_clearest,1,5662,0.84961,0.89212,0.81316,0.98807
soft_f1_s1,soft,ah,im0002,Q1_dimmest,68,8592,0.60795,0.62429,0.59704,0.65414
soft_f1_s1,soft,ah,im0002,Q2,22,8647,0.81089,0.88063,0.83681,0.92929
soft_f1_s1,soft,ah,im0002,Q3,6,7079,0.86492,0.92431,0.87912,0.9744
soft_f1_s1,soft,ah,im0002,Q4_clearest,0,3887,0.84199,0.89853,0.81692,0.99825
soft_f1_s1,soft,vk,im0002,Q1_dimmest,129,6605,0.43729,0.41876,0.37387,0.47591
soft_f1_s1,soft,vk,im0002,Q2,20,6775,0.69609,0.76152,0.66027,0.89945
soft_f1_s1,soft,vk,im0002,Q3,8,6462,0.81757,0.88886,0.83077,0.95569
soft_f1_s1,soft,vk,im0002,Q4_clearest,0,3673,0.81514,0.86743,0.76692,0.99827
soft_f1_s1,soft,ah,im0003,Q1_dimmest,32,2241,0.43173,0.35881,0.23581,0.75
soft_f1_s1,soft,ah,im0003,Q2,23,4762,0.61071,0.65914,0.51825,0.90523
soft_f1_s1,soft,ah,im0003,Q3,6,8026,0.69723,0.7911,0.66351,0.97943
soft_f1_s1,soft,ah,im0003,Q4_clearest,3,10316,0.80811,0.88811,0.80193,0.99506
soft_f1_s1,soft,vk,im0003,Q1_dimmest,154,4263,0.32075,0.2572,0.25424,0.26023
soft_f1_s1,soft,vk,im0003,Q2,58,4397,0.46237,0.48115,0.39781,0.60865
soft_f1_s1,soft,vk,im0003,Q3,20,6538,0.57623,0.6513,0.52801,0.84971
soft_f1_s1,soft,vk,im0003,Q4_clearest,0,9209,0.75433,0.85117,0.74312,0.99597
soft_f1_s1,soft,ah,im0004,Q1_dimmest,86,15973,0.64474,0.70175,0.63158,0.78947
soft_f1_s1,soft,ah,im0004,Q2,9,11358,0.90279,0.93187,0.8975,0.96897
soft_f1_s1,soft,ah,im0004,Q3,0,3885,0.97697,0.99494,0.98993,1.0
soft_f1_s1,soft,ah,im0004,Q4_clearest,0,179,0.90585,0.98311,0.97753,0.98876
soft_f1_s1,soft,vk,im0004,Q1_dimmest,245,17400,0.60633,0.56147,0.62084,0.51247
soft_f1_s1,soft,vk,im0004,Q2,15,9469,0.82923,0.84114,0.75773,0.94517
soft_f1_s1,soft,vk,im0004,Q3,0,3547,0.93098,0.95849,0.92198,0.99801
soft_f1_s1,soft,vk,im0004,Q4_clearest,0,186,0.92,0.97727,0.97753,0.97701
soft_f1_s1,soft,ah,im0005,Q1_dimmest,27,4443,0.33049,0.20759,0.11849,0.8368
soft_f1_s1,soft,ah,im0005,Q2,17,7694,0.66622,0.65338,0.4933,0.96726
soft_f1_s1,soft,ah,im0005,Q3,3,10314,0.79833,0.84922,0.74133,0.99387
soft_f1_s1,soft,ah,im0005,Q4_clearest,0,15806,0.90192,0.93677,0.88105,1.0
soft_f1_s1,soft,vk,im0005,Q1_dimmest,281,8337,0.39233,0.33068,0.34551,0.31707
soft_f1_s1,soft,vk,im0005,Q2,89,9096,0.68689,0.70908,0.66828,0.75518
soft_f1_s1,soft,vk,im0005,Q3,19,10963,0.81606,0.85916,0.79496,0.93463
soft_f1_s1,soft,vk,im0005,Q4_clearest,0,16089,0.91022,0.94256,0.89385,0.99688
soft_f1_s1,soft,ah,im0044,Q1_dimmest,22,1738,0.3405,0.29232,0.18405,0.70994
soft_f1_s1,soft,ah,im0044,Q2,22,4708,0.60413,0.66478,0.51452,0.93902
soft_f1_s1,soft,ah,im0044,Q3,4,10299,0.7978,0.89742,0.81667,0.99591
soft_f1_s1,soft,ah,im0044,Q4_clearest,0,12751,0.9132,0.95692,0.91741,1.0
soft_f1_s1,soft,vk,im0044,Q1_dimmest,191,10158,0.32773,0.21276,0.43865,0.14044
soft_f1_s1,soft,vk,im0044,Q2,63,10907,0.71078,0.64897,0.83449,0.53093
soft_f1_s1,soft,vk,im0044,Q3,7,13631,0.88879,0.93665,0.94558,0.92789
soft_f1_s1,soft,vk,im0044,Q4_clearest,1,13685,0.94576,0.97928,0.96413,0.99491
soft_f1_s1,soft,ah,im0077,Q1_dimmest,21,1085,0.3812,0.37552,0.24612,0.79184
soft_f1_s1,soft,ah,im0077,Q2,17,2705,0.44592,0.48687,0.32672,0.95493
soft_f1_s1,soft,ah,im0077,Q3,3,8493,0.71812,0.81627,0.69161,0.99574
soft_f1_s1,soft,ah,im0077,Q4_clearest,0,21658,0.92954,0.97726,0.9557,0.99982
soft_f1_s1,soft,vk,im0077,Q1_dimmest,148,6851,0.42087,0.3098,0.69767,0.1991
soft_f1_s1,soft,vk,im0077,Q2,143,10394,0.71837,0.66837,0.84364,0.5534
soft_f1_s1,soft,vk,im0077,Q3,19,14028,0.89005,0.9138,0.93348,0.89494
soft_f1_s1,soft,vk,im0077,Q4_clearest,0,23739,0.9728,0.99377,0.98884,0.99876
soft_f1_s1,soft,ah,im0081,Q1_dimmest,12,866,0.40969,0.37911,0.24876,0.79651
soft_f1_s1,soft,ah,im0081,Q2,23,3366,0.49369,0.57714,0.42163,0.91437
soft_f1_s1,soft,ah,im0081,Q3,8,11072,0.76139,0.86421,0.77164,0.98203
soft_f1_s1,soft,ah,im0081,Q4_clearest,0,16311,0.94879,0.98609,0.97302,0.99951
soft_f1_s1,soft,vk,im0081,Q1_dimmest,186,10060,0.32019,0.18069,0.79353,0.10195
soft_f1_s1,soft,vk,im0081,Q2,141,13481,0.69766,0.56897,0.87892,0.42063
soft_f1_s1,soft,vk,im0081,Q3,10,17220,0.90413,0.91736,0.96508,0.87414
soft_f1_s1,soft,vk,im0081,Q4_clearest,0,17429,0.97977,0.9961,0.99574,0.99646
soft_f1_s1,soft,ah,im0082,Q1_dimmest,35,1423,0.51902,0.46929,0.35714,0.6841
soft_f1_s1,soft,ah,im0082,Q2,31,3429,0.5587,0.60666,0.45813,0.8977
soft_f1_s1,soft,ah,im0082,Q3,4,9083,0.76727,0.87134,0.77822,0.98978
soft_f1_s1,soft,ah,im0082,Q4_clearest,1,19375,0.94479,0.98892,0.97828,0.99979
soft_f1_s1,soft,vk,im0082,Q1_dimmest,232,8525,0.371,0.25341,0.74924,0.15249
soft_f1_s1,soft,vk,im0082,Q2,131,9731,0.68917,0.61774,0.83433,0.49042
soft_f1_s1,soft,vk,im0082,Q3,15,13110,0.88631,0.91689,0.92871,0.90537
soft_f1_s1,soft,vk,im0082,Q4_clearest,0,20528,0.97218,0.99687,0.99533,0.99841
soft_f1_s1,soft,ah,im0139,Q1_dimmest,33,2659,0.35113,0.46974,0.33162,0.80508
soft_f1_s1,soft,ah,im0139,Q2,15,6553,0.54858,0.6851,0.53404,0.95532
soft_f1_s1,soft,ah,im0139,Q3,4,12760,0.821,0.90631,0.83359,0.99294
soft_f1_s1,soft,ah,im0139,Q4_clearest,1,12085,0.96529,0.97764,0.95851,0.99755
soft_f1_s1,soft,vk,im0139,Q1_dimmest,229,17052,0.45416,0.36496,0.58591,0.26502
soft_f1_s1,soft,vk,im0139,Q2,64,17658,0.76604,0.74577,0.82849,0.67807
soft_f1_s1,soft,vk,im0139,Q3,18,17385,0.91479,0.91361,0.92284,0.90457
soft_f1_s1,soft,vk,im0139,Q4_clearest,0,12620,0.9836,0.98706,0.98108,0.9931
