kind,pair,trained_on,image,band,n_px,contested_frac,auroc_single,mean_single_contested,mean_single_agreed,auroc_ens_mean,mean_ens_mean_contested,mean_ens_mean_agreed,auroc_disagree,mean_disagree_contested,mean_disagree_agreed
annotator,ahvk_f1_s0,ahvk,im0077,Q4_clearest,23814,0.09368,0.91817,0.21974,0.02099,0.92572,0.24805,0.01672,0.92142,0.23186,0.0155
annotator,ahvk_f1_s0,ahvk,im0081,Q1_dimmest,10165,0.92514,0.21038,0.05379,0.1717,0.33591,0.25897,0.4344,0.35968,0.23229,0.38589
annotator,ahvk_f1_s0,ahvk,im0081,Q2,13744,0.77423,0.39713,0.14345,0.16746,0.6808,0.47134,0.24166,0.68467,0.42699,0.21636
annotator,ahvk_f1_s0,ahvk,im0081,Q3,17484,0.38183,0.73274,0.23225,0.07519,0.8702,0.43781,0.0739,0.86027,0.39739,0.06646
annotator,ahvk_f1_s0,ahvk,im0081,Q4_clearest,17465,0.06814,0.91041,0.20753,0.01801,0.92207,0.20445,0.01188,0.91216,0.18624,0.01056
annotator,ahvk_f1_s0,ahvk,im0082,Q1_dimmest,8734,0.861,0.18497,0.04972,0.17835,0.32287,0.23607,0.38402,0.35763,0.21195,0.32826
annotator,ahvk_f1_s0,ahvk,im0082,Q2,10144,0.70268,0.37962,0.14437,0.19246,0.62697,0.4828,0.31126,0.63478,0.4328,0.2743
annotator,ahvk_f1_s0,ahvk,im0082,Q3,13510,0.35729,0.7141,0.26658,0.11757,0.85022,0.50118,0.10818,0.84274,0.45374,0.09528
annotator,ahvk_f1_s0,ahvk,im0082,Q4_clearest,20602,0.06315,0.93268,0.25493,0.02095,0.94044,0.25843,0.01395,0.93621,0.23888,0.01251
annotator,ahvk_f1_s0,ahvk,im0139,Q1_dimmest,17354,0.86418,0.3076,0.0867,0.16772,0.40632,0.32794,0.42097,0.41781,0.28939,0.37549
annotator,ahvk_f1_s0,ahvk,im0139,Q2,17885,0.6463,0.48857,0.17335,0.1596,0.67987,0.46292,0.25264,0.67364,0.4137,0.22891
annotator,ahvk_f1_s0,ahvk,im0139,Q3,17437,0.2712,0.69102,0.19747,0.07045,0.82281,0.37358,0.07065,0.81398,0.34002,0.06487
annotator,ahvk_f1_s0,ahvk,im0139,Q4_clearest,12621,0.04255,0.90655,0.20862,0.01226,0.94073,0.26766,0.00826,0.92379,0.24081,0.00716
annotator,ahvk_f1_s1,ahvk,im0001,Q1_dimmest,11037,0.61131,0.36467,0.10963,0.17205,0.49302,0.38045,0.37335,0.50096,0.33019,0.32321
annotator,ahvk_f1_s1,ahvk,im0001,Q2,14223,0.41046,0.59137,0.18656,0.13197,0.71568,0.46405,0.22321,0.70988,0.4091,0.19509
annotator,ahvk_f1_s1,ahvk,im0001,Q3,13100,0.18954,0.76088,0.17643,0.05152,0.81664,0.27958,0.05774,0.79396,0.25119,0.05254
annotator,ahvk_f1_s1,ahvk,im0001,Q4_clearest,5805,0.0503,0.86328,0.09229,0.00785,0.91369,0.10938,0.00604,0.90061,0.07996,0.00476
annotator,ahvk_f1_s1,ahvk,im0002,Q1_dimmest,11892,0.72208,0.41113,0.11496,0.12558,0.54624,0.34636,0.283,0.55516,0.29962,0.24452
annotator,ahvk_f1_s1,ahvk,im0002,Q2,9635,0.39938,0.68158,0.16456,0.0695,0.78238,0.32156,0.09674,0.77287,0.28139,0.08464
annotator,ahvk_f1_s1,ahvk,im0002,Q3,7577,0.21288,0.79059,0.12673,0.02404,0.84363,0.17135,0.02748,0.82639,0.1469,0.02282
annotator,ahvk_f1_s1,ahvk,im0002,Q4_clearest,4013,0.11612,0.86418,0.0972,0.01145,0.87875,0.15617,0.01607,0.86028,0.1366,0.01439
annotator,ahvk_f1_s1,ahvk,im0003,Q1_dimmest,5546,0.82726,0.2898,0.08215,0.14428,0.37969,0.30714,0.43906,0.3841,0.27475,0.41501
annotator,ahvk_f1_s1,ahvk,im0003,Q2,6828,0.65861,0.56203,0.14286,0.07018,0.70156,0.31988,0.13866,0.70192,0.28334,0.12585
annotator,ahvk_f1_s1,ahvk,im0003,Q3,9422,0.45426,0.76578,0.11447,0.02716,0.83023,0.19282,0.03176,0.82094,0.17207,0.02782
annotator,ahvk_f1_s1,ahvk,im0003,Q4_clearest,10750,0.18372,0.86169,0.04916,0.00457,0.87553,0.09364,0.00593,0.8549,0.08403,0.00518
annotator,ahvk_f1_s1,ahvk,im0004,Q1_dimmest,24672,0.64733,0.32413,0.08586,0.15356,0.41259,0.29438,0.37681,0.42572,0.25957,0.33203
annotator,ahvk_f1_s1,ahvk,im0004,Q2,12291,0.30551,0.6197,0.14953,0.0901,0.75359,0.37547,0.13929,0.73976,0.32585,0.1226
annotator,ahvk_f1_s1,ahvk,im0004,Q3,3923,0.10553,0.75155,0.07184,0.02318,0.77998,0.12423,0.02514,0.75915,0.11343,0.02302
annotator,ahvk_f1_s1,ahvk,im0004,Q4_clearest,190,0.07895,0.77333,0.11751,0.00508,0.77162,0.18812,0.00274,0.74057,0.12921,0.00243
annotator,ahvk_f1_s1,ahvk,im0005,Q1_dimmest,10820,0.81885,0.27503,0.08813,0.18019,0.38093,0.34353,0.46562,0.4039,0.30113,0.39615
annotator,ahvk_f1_s1,ahvk,im0005,Q2,11538,0.54481,0.47728,0.1698,0.16805,0.64162,0.48085,0.31387,0.63902,0.4217,0.27477
annotator,ahvk_f1_s1,ahvk,im0005,Q3,12507,0.29879,0.67558,0.20955,0.10873,0.76418,0.37388,0.13079,0.75091,0.32772,0.11517
annotator,ahvk_f1_s1,ahvk,im0005,Q4_clearest,16858,0.10802,0.79159,0.1354,0.02718,0.82683,0.20663,0.02409,0.81254,0.17884,0.02158
annotator,ahvk_f1_s1,ahvk,im0044,Q1_dimmest,10572,0.87476,0.19602,0.05546,0.20023,0.29037,0.24979,0.46185,0.32023,0.22135,0.38741
annotator,ahvk_f1_s1,ahvk,im0044,Q2,11459,0.63732,0.40376,0.14992,0.17419,0.56784,0.42327,0.33169,0.57993,0.3689,0.28641
annotator,ahvk_f1_s1,ahvk,im0044,Q3,14003,0.29108,0.70047,0.18866,0.07508,0.81961,0.36643,0.09314,0.80728,0.31534,0.0794
annotator,ahvk_f1_s1,ahvk,im0044,Q4_clearest,13856,0.09209,0.86739,0.19772,0.02592,0.88818,0.30517,0.02747,0.87821,0.26519,0.02371
annotator,ahvk_f1_s1,ahvk,im0077,Q1_dimmest,7126,0.88633,0.24971,0.08216,0.17437,0.44341,0.32281,0.37442,0.47725,0.28377,0.3101
annotator,ahvk_f1_s1,ahvk,im0077,Q2,10714,0.77739,0.41209,0.16119,0.19456,0.66017,0.47384,0.28448,0.66782,0.42493,0.24836
annotator,ahvk_f1_s1,ahvk,im0077,Q3,14332,0.42862,0.71715,0.22147,0.09036,0.84674,0.44142,0.09041,0.83839,0.39846,0.0799
annotator,ahvk_f1_s1,ahvk,im0077,Q4_clearest,23814,0.09368,0.91794,0.20163,0.0188,0.92601,0.23252,0.0151,0.91785,0.21491,0.01361
annotator,ahvk_f1_s1,ahvk,im0081,Q1_dimmest,10165,0.92514,0.26348,0.05807,0.16887,0.29939,0.24646,0.48544,0.31905,0.21583,0.43471
annotator,ahvk_f1_s1,ahvk,im0081,Q2,13744,0.77423,0.39742,0.14418,0.17137,0.65476,0.44286,0.25569,0.66458,0.39025,0.22002
annotator,ahvk_f1_s1,ahvk,im0081,Q3,17484,0.38183,0.73566,0.20658,0.06563,0.86085,0.40212,0.07548,0.84758,0.35454,0.06644
annotator,ahvk_f1_s1,ahvk,im0081,Q4_clearest,17465,0.06814,0.89334,0.16729,0.01613,0.91265,0.16715,0.01258,0.8894,0.14622,0.01087
annotator,ahvk_f1_s1,ahvk,im0082,Q1_dimmest,8734,0.861,0.18246,0.04941,0.19176,0.30138,0.23033,0.40733,0.32081,0.20339,0.35541
annotator,ahvk_f1_s1,ahvk,im0082,Q2,10144,0.70268,0.39453,0.14046,0.16857,0.64319,0.46394,0.27807,0.65624,0.41044,0.23896
annotator,ahvk_f1_s1,ahvk,im0082,Q3,13510,0.35729,0.72484,0.24313,0.09975,0.84874,0.48902,0.11227,0.8408,0.43884,0.09791
annotator,ahvk_f1_s1,ahvk,im0082,Q4_clearest,20602,0.06315,0.93146,0.2446,0.02067,0.94222,0.27147,0.01532,0.93866,0.25515,0.01363
annotator,ahvk_f1_s1,ahvk,im0139,Q1_dimmest,17354,0.86418,0.31208,0.09523,0.18013,0.41472,0.31542,0.40447,0.4351,0.26906,0.3475
annotator,ahvk_f1_s1,ahvk,im0139,Q2,17885,0.6463,0.52678,0.17236,0.1394,0.70919,0.42633,0.19852,0.70802,0.36849,0.16857
annotator,ahvk_f1_s1,ahvk,im0139,Q3,17437,0.2712,0.73155,0.17899,0.05366,0.83126,0.32643,0.05316,0.82303,0.28155,0.04518
annotator,ahvk_f1_s1,ahvk,im0139,Q4_clearest,12621,0.04255,0.91441,0.17482,0.01118,0.93741,0.21408,0.00854,0.92595,0.17392,0.00722
