run,trained_on,image,band,n_structures,median_length,contested_frac,crossed_frac,auroc,hesitation_contested,hesitation_agreed,prob_contested,prob_agreed
soft_f1_s1,soft,im0004,Q2,59,37.0,0.33898,0.0,0.82179,0.28034,0.05602,0.85544,0.97199
soft_f1_s1,soft,im0004,Q3,30,28.5,0.06667,0.0,0.98214,0.26445,0.00486,0.86777,0.99757
soft_f1_s1,soft,im0005,Q1_dimmest,46,7.5,0.84783,0.0,0.92308,0.45657,0.14447,0.66498,0.92776
soft_f1_s1,soft,im0005,Q2,93,17.0,0.49462,0.0,0.77475,0.33541,0.14761,0.79296,0.92346
soft_f1_s1,soft,im0005,Q3,98,17.5,0.2551,0.0,0.72274,0.22037,0.06895,0.87674,0.96553
soft_f1_s1,soft,im0005,Q4_clearest,150,19.5,0.12667,0.0,0.75331,0.15599,0.0183,0.922,0.99085
soft_f1_s1,soft,im0044,Q1_dimmest,48,6.0,0.8125,0.0,0.69516,0.56924,0.46189,0.53516,0.76312
soft_f1_s1,soft,im0044,Q2,78,12.0,0.64103,0.0,0.80214,0.45179,0.19553,0.61396,0.86566
soft_f1_s1,soft,im0044,Q3,103,21.0,0.25243,0.0,0.91908,0.29129,0.061,0.80864,0.96605
soft_f1_s1,soft,im0044,Q4_clearest,89,15.0,0.10112,0.0,0.88472,0.1606,0.01723,0.9197,0.99138
soft_f1_s1,soft,im0077,Q1_dimmest,27,9.0,0.74074,0.0,0.95714,0.57783,0.16386,0.58653,0.83274
soft_f1_s1,soft,im0077,Q2,107,13.0,0.76636,0.0,0.90683,0.48164,0.11165,0.6561,0.94418
soft_f1_s1,soft,im0077,Q3,89,20.0,0.39326,0.0,0.89841,0.45677,0.06922,0.70487,0.9566
soft_f1_s1,soft,im0077,Q4_clearest,184,23.0,0.03261,0.0,0.97753,0.51452,0.01296,0.74274,0.99352
soft_f1_s1,soft,im0081,Q1_dimmest,54,5.0,0.87037,0.0,0.86018,0.65456,0.23857,0.49658,0.88072
soft_f1_s1,soft,im0081,Q2,119,10.0,0.7563,0.0,0.8751,0.5745,0.21394,0.57892,0.86906
soft_f1_s1,soft,im0081,Q3,143,19.0,0.30769,0.0,0.94536,0.44852,0.05588,0.7039,0.97186
soft_f1_s1,soft,im0081,Q4_clearest,156,18.5,0.0,0.0,nan,nan,0.00398,nan,0.99801
soft_f1_s1,soft,im0082,Q1_dimmest,48,9.5,0.6875,0.0,0.72323,0.54536,0.32832,0.57311,0.78871
soft_f1_s1,soft,im0082,Q2,110,13.0,0.65455,0.0,0.86952,0.56004,0.20797,0.57784,0.89602
soft_f1_s1,soft,im0082,Q3,98,20.0,0.20408,0.0,0.95,0.41623,0.07492,0.68232,0.96254
soft_f1_s1,soft,im0082,Q4_clearest,154,24.5,0.01299,0.0,0.99013,0.57047,0.01656,0.71477,0.99172
soft_f1_s1,soft,im0139,Q1_dimmest,84,10.0,0.65476,0.0,0.8489,0.60036,0.24215,0.59529,0.85942
soft_f1_s1,soft,im0139,Q2,140,13.0,0.53571,0.0,0.80636,0.44612,0.14583,0.70431,0.9182
soft_f1_s1,soft,im0139,Q3,133,13.0,0.20301,0.0,0.9434,0.41391,0.04474,0.6862,0.97237
soft_f1_s1,soft,im0139,Q4_clearest,101,19.0,0.0396,0.0,0.96134,0.13879,0.00309,0.93061,0.99845
